onset	duration	trial_type	response_time	stim_file
0.1111831665039062	2.0210039615631104	78.0	2.465447902679444	Making a cake/v_Making a cake_id_ZlcY3EhqdIs_start_105.0_label_1.mp4
4.034820079803467	2.014008045196533	150.0	2.4698150157928467	Starting a campfire/v_Starting a campfire_id_QYegqdhtchE_start_147.0_label_1.mp4
8.036427021026611	2.011763095855713	54.0	2.404189109802246	Getting a tattoo/v_Getting a tattoo_id_T-5Z1JTHyv8_start_6.0_label_1.mp4
12.035805225372314	2.012204885482788	165.0	2.4447898864746094	Using the monkey bar/v_Using the monkey bar_id_yqtfOuiAgh4_start_41.0_label_1.mp4
16.035682201385498	2.0120348930358887	115.0	2.252931833267212	Pole vault/v_Pole vault_id_70_RJH0Q8UE_start_10.5_label_1.mp4
24.03918719291687	2.024521827697754	42.0	2.385483980178833	Doing motocross/v_Doing motocross_id_yTvO-gKq2J4_start_2.0_label_1.mp4
28.03624510765076	2.009954929351806	85.0	2.444417953491211	Paintball/v_Paintball_id_661GWKCoteM_start_34.5_label_1.mp4
32.03659200668335	1.8603661060333248	119.0	2.292074203491211	Preparing pasta/v_Preparing pasta_id_9gCLVQaxvzU_start_57.5_label_1.mp4
36.03833818435669	2.024155855178833	46.0	2.4583239555358887	Drum corps/v_Drum corps_id_Tm3dquc9SNs_start_41.0_label_1.mp4
40.03592205047608	1.9931020736694336	118.0	2.380701065063477	Powerbocking/v_Powerbocking_id_lBX6sXcXmvU_start_76.5_label_1.mp4
48.03930115699768	2.022352933883667	132.0	2.3774750232696533	Sailing/v_Sailing_id_42xZHtKwv_I_start_78.5_label_1.mp4
52.03762006759644	2.006575107574463	102.0	2.491061925888061	Playing harmonica/v_Playing harmonica_id_Sfufv7i2MHc_start_11.0_label_1.mp4
56.039959192276	2.021025896072388	130.0	2.4487218856811523	Rope skipping/v_Rope skipping_id_wuFWA7vSGGE_start_94.0_label_1.mp4
60.04113817214966	2.019526958465576	163.0	2.4636688232421875	Using parallel bars/v_Using parallel bars_id_TkuVBziaRgU_start_61.5_label_1.mp4
64.04122519493103	2.018983840942383	171.0	2.359614849090576	Wakeboarding/v_Wakeboarding_id_6I6g0AsROts_start_92.0_label_1.mp4
72.04139518737793	2.0183358192443848	92.0	2.3833909034729004	Playing accordion/v_Playing accordion_id_8tKCSpw5e4c_start_96.0_label_1.mp4
76.03603219985962	2.0232479572296143	3.0	2.4768168926239014	Assembling bicycle/v_Assembling bicycle_id_qNN0QS896LE_start_32.0_label_1.mp4
80.03498220443726	2.0239078998565674	160.0	2.4858620166778564	Triple jump/v_Triple jump_id_fTHRkC_yuB4_start_36.5_label_1.mp4
84.03504610061646	2.023607015609741	77.0	2.445733070373535	Longboarding/v_Longboarding_id_TM1jBLkiVNE_start_83.5_label_1.mp4
88.03518915176392	2.02316689491272	65.0	2.389561891555786	Horseback riding/v_Horseback riding_id_lgqH0gLvGdQ_start_16.0_label_1.mp4
96.03688406944276	1.2063610553741455	112.0	1.7799229621887207	Playing squash/v_Playing squash_id_12qKcakc03Y_start_47.5_label_1.mp4
100.03716802597046	2.0202369689941406	167.0	2.475605010986328	Using the rowing machine/v_Using the rowing machine_id_W4CGORYiU4Q_start_32.5_label_1.mp4
104.03480815887453	2.022135972976685	134.0	2.557997941970825	Sharpening knives/v_Sharpening knives_id_sFgcAyiPLQs_start_65.5_label_1.mp4
108.03892517089844	2.017338991165161	16.0	2.529888868331909	Brushing teeth/v_Brushing teeth_id_HVAe1INZ-Ec_start_9.5_label_1.mp4
112.03421020507812	2.022005796432495	144.0	2.694650888442993	Snatch/v_Snatch_id_jIVQ5KXlPPU_start_64.0_label_1.mp4
120.03535318374634	2.0202999114990234	51.0	2.437592029571533	Futsal/v_Futsal_id_dS8kx_at5dw_start_63.0_label_1.mp4
124.03674602508544	2.018526077270508	124.0	2.56409215927124	Rafting/v_Rafting_id_2DAwe8drT_8_start_13.0_label_1.mp4
128.03562712669373	2.0194668769836426	114.0	2.437231063842773	Playing water polo/v_Playing water polo_id_CcKK2UPkHBQ_start_87.5_label_1.mp4
132.03696417808533	2.017648935317993	68.0	2.371956825256348	Ice fishing/v_Ice fishing_id_gD3HzCgUvH8_start_21.0_label_1.mp4
136.04309010505676	2.0112760066986084	49.0	0.0	Fixing the roof/v_Fixing the roof_id_fAYDYqnA-e0_start_50.0_label_1.mp4
144.0388970375061	2.0146820545196533	34.0	2.3860020637512207	Decorating the Christmas tree/v_Decorating the Christmas tree_id_GjJPIi3Oi-M_start_22.0_label_1.mp4
148.038556098938	2.0148301124572754	69.0	2.3863821029663086	Ironing clothes/v_Ironing clothes_id_clENhCP_-ww_start_5.5_label_1.mp4
152.0384910106659	2.014400005340576	5.0	0.0	Baking cookies/v_Baking cookies_id_vB9AqQMylV8_start_45.5_label_1.mp4
